time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,train/clip_fraction,train/learning_rate,train/approx_kl,train/loss
6666,659.7721,18,122880,1,429.6,,,,,,,,,,
1677,726.83887,146,245760,2,450.0,-4.269655023043354,-0.007463344069607653,0.026828289031982422,0.2,0.2038086453023425,10,0.08856282552083333,0.0003,0.008950454,0.041369013488292694
1283,704.1075,287,368640,3,450.0,-4.2596728252619505,-0.0102576878944213,0.64741051197052,0.2,0.021830667230387915,20,0.10096923828125,0.0003,0.010381371,-0.0017955601215362549
1195,758.5986,411,491520,4,450.0,-4.246921783809861,-0.01130321168086084,0.780329629778862,0.2,0.02277488334727726,30,0.12331787109375,0.0003,0.011304191,-0.011079668998718262
1141,789.67145,538,614400,5,450.0,-4.231938929259777,-0.011670044826679866,0.7793755829334259,0.2,0.038227791282649075,40,0.13913330078125,0.0003,0.012569171,-0.009678743779659271
1111,824.4543,663,737280,6,450.0,-4.2183452078451715,-0.01211439094250333,0.8042993396520615,0.2,0.03451952207489133,50,0.15270426432291667,0.0003,0.013300809,-0.01712893322110176
1089,857.9544,789,860160,7,450.0,-4.207053543279568,-0.012333888828737448,0.8181322813034058,0.2,0.039730728177382844,60,0.16324869791666666,0.0003,0.0143010635,0.0009287968277931213
1073,867.4976,916,983040,8,427.4,-4.190347324882945,-0.012503623986097712,0.7752618193626404,0.2,0.05211503314771107,70,0.17372639973958334,0.0003,0.014879386,-0.029560726135969162
1060,876.643,1043,1105920,9,431.3333333333333,-4.182204514319698,-0.01250260679564235,0.7628871649503708,0.2,0.058011704841628674,80,0.17798421223958333,0.0003,0.015197698,-0.005335159599781036
1051,930.139,1168,1228800,10,450.0,-4.164421299745639,-0.012369387211474531,0.7652436941862106,0.2,0.056574110353782694,90,0.18470703125,0.0003,0.015775597,0.003950190730392933
1040,979.21124,1299,1351680,11,448.8666666666667,-4.147991367628177,-0.011976949906402296,0.7910764515399933,0.2,0.06246399457711959,100,0.19558024088541667,0.0003,0.01677673,-0.024624356999993324
1035,1070.3142,1424,1474560,12,450.0,-4.131759511952599,-0.011391853446202731,0.8075267523527145,0.2,0.06252239771211558,110,0.19750569661458334,0.0003,0.016823877,0.04018186777830124
1030,1080.0364,1549,1597440,13,447.6666666666667,-4.114142205988367,-0.011645313461491847,0.8287711292505264,0.2,0.06065089949183554,120,0.20437255859375,0.0003,0.017646853,0.04825209826231003
1008,1128.8372,1706,1720320,14,450.0,-4.099279907693465,-0.011296513988897156,0.8236764222383499,0.2,0.06708758222385465,130,0.20809814453125,0.0003,0.018005071,0.017964541912078857
1004,1067.2096,1834,1843200,15,417.1333333333333,-4.081181489216784,-0.01115057483299097,0.8360354006290436,0.2,0.06558119767927564,140,0.21339274088541665,0.0003,0.018653631,0.024643711745738983
1002,1156.7153,1960,1966080,16,450.0,-4.0587768695751825,-0.011453161727683134,0.8253652602434158,0.2,0.06263752937491518,150,0.22435221354166668,0.0003,0.019944012,-0.008577225729823112
999,1110.8837,2089,2088960,17,420.6666666666667,-4.0405097950374085,-0.010730547087653879,0.8292364031076431,0.2,0.06280618041026173,160,0.22117431640625,0.0003,0.019818166,0.020432384684681892
992,1076.1672,2228,2211840,18,410.0,-4.020913600027561,-0.010267568829143177,0.8903741985559464,0.2,0.06510558084376195,170,0.22817464192708334,0.0003,0.020344127,0.026964765042066574
991,1237.1656,2354,2334720,19,450.0,-4.0030207495143015,-0.010154833544565917,0.8953912481665611,0.2,0.06667024945068988,180,0.23171712239583334,0.0003,0.021039726,0.0650644600391388
988,1241.567,2486,2457600,20,450.0,-3.983976638801396,-0.009510533047590192,0.8955895528197289,0.2,0.058306051621135946,190,0.22907063802083333,0.0003,0.0206316,0.01821482926607132
987,1201.0994,2613,2580480,21,416.53333333333336,-3.968888828419149,-0.00902972940207595,0.904380314052105,0.2,0.0598954136891795,200,0.230673828125,0.0003,0.020551866,0.015419508330523968
986,1256.2142,2740,2703360,22,438.8,-3.9532093056788047,-0.008914584440226463,0.8969088345766068,0.2,0.06270893317501759,210,0.23370035807291667,0.0003,0.021399701,0.03562812879681587
985,1316.248,2867,2826240,23,450.0,-3.9357389781003196,-0.008852319564042166,0.9011278301477432,0.2,0.06486150475010315,220,0.23878987630208334,0.0003,0.02158941,-0.015889745205640793
984,1289.3049,2994,2949120,24,439.6666666666667,-3.911754517033696,-0.008786558938930588,0.9256943762302399,0.2,0.05446694956364809,230,0.24196370442708334,0.0003,0.022389423,-0.012946583330631256
984,1267.7638,3121,3072000,25,434.73333333333335,-3.8931431734686095,-0.00957516660215333,0.9126729443669319,0.2,0.06195812398276757,240,0.24886962890625,0.0003,0.023069259,0.00022393278777599335
983,1288.9899,3247,3194880,26,447.93333333333334,-3.8772795391703645,-0.009079182037712599,0.9262893050909042,0.2,0.05991465041612779,250,0.25217041015625,0.0003,0.023676557,0.08298492431640625
983,1210.2916,3374,3317760,27,399.26666666666665,-3.8797041692833107,-0.008710140753798138,0.8976017460227013,0.2,0.05849159485529526,260,0.24821126302083332,0.0003,0.023374252,-0.01029659528285265
982,1142.8912,3500,3440640,28,367.6666666666667,-3.8609350614622233,-0.009095935500517953,0.916371688246727,0.2,0.059165550843511786,270,0.2519099934895833,0.0003,0.023192951,-0.006089342758059502
982,1366.6373,3627,3563520,29,450.0,-3.839984826060633,-0.00845780576344623,0.9267468377947807,0.2,0.06292659706681054,280,0.24999918619791667,0.0003,0.023579637,0.027013123035430908
981,1257.5846,3754,3686400,30,407.8666666666667,-3.8309129768858354,-0.008881732585487044,0.9122485592961311,0.2,0.06177953235984508,290,0.25103597005208333,0.0003,0.023895334,-0.004272107034921646
981,1295.2043,3882,3809280,31,420.6666666666667,-3.8220567157119514,-0.008596277902124711,0.8940620794892311,0.2,0.0694439068218829,300,0.25547607421875,0.0003,0.024043608,0.0030404245480895042
980,1410.9596,4010,3932160,32,432.26666666666665,-3.816645781037708,-0.009144317603440867,0.9136613681912422,0.2,0.06885633034326019,310,0.25726643880208333,0.0003,0.024318147,0.02234020084142685
980,1350.3883,4137,4055040,33,426.3333333333333,-3.814166769981384,-0.008060274849691875,0.9000697210431099,0.2,0.06684536796499742,320,0.2547941080729167,0.0003,0.02455772,0.0580173023045063
979,1320.9651,4265,4177920,34,421.53333333333336,-3.796839289491375,-0.008315111980215685,0.9137600511312485,0.2,0.06332824612092129,330,0.2524772135416667,0.0003,0.024188323,0.013507910072803497
979,1421.1354,4392,4300800,35,439.06666666666666,-3.7757265799616775,-0.008285719182052466,0.9120719730854034,0.2,0.0686920572122229,340,0.2536393229166667,0.0003,0.024434138,0.03507374972105026
978,1369.0636,4520,4423680,36,415.0,-3.7649334719901284,-0.00806925491844595,0.915603756904602,0.2,0.06424121701323506,350,0.255546875,0.0003,0.024556585,0.052563346922397614
978,1329.2313,4648,4546560,37,421.6,-3.7444535487517716,-0.008298729559428467,0.9302143529057503,0.2,0.0652487678071581,360,0.25700520833333335,0.0003,0.024209913,0.04358125478029251
977,1423.8336,4776,4669440,38,442.1333333333333,-3.728129394041995,-0.0076648009272139465,0.9197443947196007,0.2,0.07073529366527509,370,0.2611263020833333,0.0003,0.024980562,-0.00729065015912056
977,1379.9237,4904,4792320,39,432.8666666666667,-3.7255013428504267,-0.008462137747070907,0.9225419759750366,0.2,0.0725605756547884,380,0.2564949544270833,0.0003,0.025024729,0.035971589386463165
976,1370.3925,5032,4915200,40,440.93333333333334,-3.730856172144413,-0.00731889908340842,0.9158888012170792,0.2,0.06856376769559575,390,0.2526017252604167,0.0003,0.024148338,0.02108161151409149
976,1455.2511,5159,5038080,41,449.8666666666667,-3.707553180754185,-0.00791547253318034,0.9252551272511482,0.2,0.06607186081154699,400,0.25739095052083333,0.0003,0.025095554,0.01821645349264145
976,1457.1959,5286,5160960,42,445.2,-3.6923542891194425,-0.007790311378557817,0.9233088046312332,0.2,0.08044589151938757,410,0.26001627604166666,0.0003,0.025508873,0.0034365542232990265
975,1298.3702,5414,5283840,43,401.1333333333333,-3.6813664586345354,-0.007841542937840132,0.9243743121623993,0.2,0.06269116211153838,420,0.25551025390625,0.0003,0.0247862,-0.011086899787187576
975,1416.4642,5540,5406720,44,427.26666666666665,-3.6576444479698935,-0.007314403806273428,0.934744156897068,0.2,0.07874172401299195,430,0.25862711588541665,0.0003,0.025133908,0.016111696138978004
975,1379.9557,5667,5529600,45,431.0,-3.651969253954788,-0.007820377346500512,0.9169687777757645,0.2,0.07594953095768385,440,0.26086100260416667,0.0003,0.025839297,0.0036729546263813972
975,1441.3689,5793,5652480,46,436.73333333333335,-3.638103551057478,-0.008022080701581823,0.9070611298084259,0.2,0.05583422500094457,450,0.25844970703125,0.0003,0.024799235,0.029782041907310486
975,1378.2124,5921,5775360,47,420.06666666666666,-3.6196416755765677,-0.007559871516168642,0.9091202691197395,0.2,0.06683778412436368,460,0.26184244791666667,0.0003,0.025990812,-0.01572856307029724
975,1436.2694,6049,5898240,48,430.6666666666667,-3.607969543846945,-0.007159979321356028,0.9228486120700836,0.2,0.07162087924492273,470,0.26128743489583334,0.0003,0.025092287,0.02580222114920616
974,1513.2299,6176,6021120,49,450.0,-3.5959323469301063,-0.00740830200914085,0.8933980986475945,0.2,0.07689941569173243,480,0.2673697916666667,0.0003,0.026098514,0.10671394318342209
974,1484.461,6304,6144000,50,443.26666666666665,-3.604240073785186,-0.007503688410173103,0.875071607530117,0.2,0.06494645656654029,490,0.26120198567708336,0.0003,0.024803625,0.010256988927721977
974,1428.2388,6432,6266880,51,422.73333333333335,-3.59939049265037,-0.007380626361785592,0.9111756160855293,0.2,0.07301534484283669,500,0.26391276041666667,0.0003,0.025707407,0.024549124762415886
974,1468.4476,6558,6389760,52,436.73333333333335,-3.5899228527148566,-0.006892012805225629,0.8909003734588623,0.2,0.08112351725704987,510,0.2669954427083333,0.0003,0.026549587,0.022125445306301117
974,1469.7991,6685,6512640,53,441.53333333333336,-3.566877296778063,-0.007312004743798752,0.9107186198234558,0.2,0.06343380609624243,520,0.26752278645833333,0.0003,0.02666399,0.011292274110019207
974,1495.9822,6812,6635520,54,431.8666666666667,-3.5501019861424963,-0.007690890348864438,0.9176176562905312,0.2,0.0688925504932801,530,0.27088297526041666,0.0003,0.027162392,0.005921730771660805
973,1446.527,6939,6758400,55,431.2,-3.5255977227166295,-0.007410127145643249,0.9006497263908386,0.2,0.07159425253703375,540,0.2729768880208333,0.0003,0.026923975,0.04960649833083153
973,1448.0786,7065,6881280,56,428.06666666666666,-3.4932656822353603,-0.006867873239795396,0.9223914369940758,0.2,0.06970550097149196,550,0.2745255533854167,0.0003,0.028283926,0.028451979160308838
973,1263.1718,7193,7004160,57,382.8666666666667,-3.483137948339184,-0.0067562846171161555,0.9061455130577087,0.2,0.07337490322553397,560,0.2719140625,0.0003,0.027151447,0.00756878312677145
973,1342.1586,7321,7127040,58,394.8666666666667,-3.490537823662162,-0.007252216629379594,0.9336452037096024,0.2,0.07138643951708218,570,0.27354817708333334,0.0003,0.027734356,0.021487705409526825
973,1453.7279,7449,7249920,59,424.4,-3.4791007568563024,-0.007451709622006699,0.9170359149575233,0.2,0.08379190433086478,580,0.27793782552083335,0.0003,0.028590571,0.019935864955186844
972,1521.6438,7581,7372800,60,447.26666666666665,-3.476698266069094,-0.007085927203376438,0.9175912514328957,0.2,0.07555188472523393,590,0.27505615234375,0.0003,0.027503192,0.04580309987068176
972,1533.1521,7710,7495680,61,449.93333333333334,-3.4681408290440836,-0.007085054979997949,0.9310120269656181,0.2,0.07121262777179557,600,0.26910237630208333,0.0003,0.0271376,0.016228115186095238
972,1473.024,7836,7618560,62,430.8666666666667,-3.4372979346538584,-0.006533138835008382,0.9020562320947647,0.2,0.08885026633986853,610,0.27431315104166665,0.0003,0.028266726,0.011279135942459106
971,1528.5133,7972,7741440,63,450.0,-3.4578026442229746,-0.007364478676724199,0.8911518156528473,0.2,0.08047362790486659,620,0.27697998046875,0.0003,0.02829612,0.0009745080024003983
970,1413.058,8100,7864320,64,424.53333333333336,-3.419775892943144,-0.006945709143553055,0.9143658727407455,0.2,0.08474083194494597,630,0.27480875651041664,0.0003,0.027461631,0.031242694705724716
970,1527.0995,8226,7987200,65,449.6,-3.404071356592079,-0.007223694923447208,0.9165173694491386,0.2,0.08222213171320618,640,0.2754695638020833,0.0003,0.027789999,0.05460086464881897
970,1538.976,8354,8110080,66,446.6,-3.4107553363218903,-0.007405175256960017,0.9103892296552658,0.2,0.08147081998574625,650,0.27675048828125,0.0003,0.028073043,0.013425433076918125
970,1499.1531,8481,8232960,67,443.26666666666665,-3.4007273253550134,-0.0072444089685753475,0.8878982290625572,0.2,0.07285201642477962,660,0.27388916015625,0.0003,0.027968498,0.02475116029381752
970,1511.6249,8609,8355840,68,448.3333333333333,-3.372958113849163,-0.0065002313401540356,0.9156405031681061,0.2,0.07607273860810286,670,0.27313313802083333,0.0003,0.028125865,0.05891082063317299
970,1514.0015,8736,8478720,69,441.6,-3.3611948053042093,-0.006770958694978617,0.8964858055114746,0.2,0.07588232363060039,680,0.27674560546875,0.0003,0.028529469,-0.020200228318572044
970,1511.6772,8864,8601600,70,450.0,-3.3590653070434926,-0.007423142150679875,0.9032574966549873,0.2,0.0836275091105684,690,0.27990804036458333,0.0003,0.028494183,-0.009075047448277473
970,1343.8636,8991,8724480,71,393.73333333333335,-3.351052106594046,-0.006830951483949927,0.9027958810329437,0.2,0.07060007068852428,700,0.27564371744791666,0.0003,0.028106086,0.031229065731167793
970,1482.8582,9118,8847360,72,433.3333333333333,-3.324720354837676,-0.006469331330930193,0.9007260277867317,0.2,0.09006334854765252,710,0.2804248046875,0.0003,0.029234448,0.0016038212925195694
970,1544.4437,9246,8970240,73,450.0,-3.3303437218194207,-0.006611731907457094,0.8827507719397545,0.2,0.08642428236969862,720,0.27502034505208334,0.0003,0.028090082,0.06352432072162628
969,1527.4786,9375,9093120,74,444.6,-3.325514751461645,-0.00710866176002431,0.8786843940615654,0.2,0.094112651591131,730,0.28001302083333335,0.0003,0.028676962,0.014771695248782635
970,1532.5636,9500,9216000,75,450.0,-3.300194658872982,-0.007177676086351615,0.8711216896772385,0.2,0.07848967386346582,740,0.27562825520833334,0.0003,0.02828315,0.03486436605453491
969,1438.1986,9628,9338880,76,412.73333333333335,-3.300273967646062,-0.006997454562091055,0.9022460281848907,0.2,0.07680668786396079,750,0.27747721354166666,0.0003,0.028778354,0.010768841952085495
969,1359.9503,9754,9461760,77,396.6,-3.2919579791650175,-0.006461043347395995,0.8555761277675629,0.2,0.09434677915691282,760,0.27838541666666666,0.0003,0.028530536,0.03374825417995453
970,1535.9677,9880,9584640,78,445.8,-3.2904097419356306,-0.006874914377925354,0.8866355121135712,0.2,0.09598407106352776,770,0.28187744140625,0.0003,0.029293412,-0.017337176948785782
970,1530.1945,10007,9707520,79,442.4,-3.2833328797792394,-0.006739495144023143,0.9160350486636162,0.2,0.09592027347680414,780,0.28289957682291667,0.0003,0.030008767,0.008939605206251144
970,1499.697,10133,9830400,80,450.0,-3.2961821735029417,-0.007181067941110087,0.9002894535660744,0.2,0.09438982940249843,790,0.2819059244791667,0.0003,0.030217651,0.04024408012628555
969,1354.5334,10261,9953280,81,394.6,-3.2843230512117345,-0.006864910363638046,0.9066489040851593,0.2,0.08918389816200943,800,0.27748046875,0.0003,0.028665802,0.02248481474816799
968,1522.7865,10403,10076160,82,439.26666666666665,-3.252838352359831,-0.007389709016664104,0.9025504067540169,0.2,0.101911169027638,810,0.2840120442708333,0.0003,0.030012982,0.06409449875354767
968,1399.3347,10530,10199040,83,411.93333333333334,-3.2827261896431446,-0.006908607116589943,0.8960485532879829,0.2,0.0873444992233514,820,0.2796834309895833,0.0003,0.029164195,0.011083228513598442
968,1407.2838,10656,10321920,84,410.26666666666665,-3.2548267796014745,-0.006989014579430659,0.9063764289021492,0.2,0.0903084268864768,830,0.27863688151041666,0.0003,0.028876217,0.019935403019189835
968,1421.2395,10785,10444800,85,411.6,-3.233999786103765,-0.006881994830482654,0.8866764008998871,0.2,0.08951052819698817,840,0.2768603515625,0.0003,0.029007198,0.0024675801396369934
968,1516.6754,10913,10567680,86,435.93333333333334,-3.2266989501938226,-0.006563769762172645,0.8950325027108192,0.2,0.08274138050047138,850,0.27313639322916666,0.0003,0.02841724,0.01570524275302887
968,1516.3152,11040,10690560,87,438.1333333333333,-3.229735324271023,-0.0070600478851277635,0.8625555783510208,0.2,0.0966685379455157,860,0.2819596354166667,0.0003,0.030287353,0.020535025745630264
968,1336.4304,11168,10813440,88,381.93333333333334,-3.213671049376329,-0.007137550637471577,0.8986650183796883,0.2,0.08981455403380095,870,0.2783357747395833,0.0003,0.029223436,0.01921847090125084
968,1507.3883,11293,10936320,89,425.8666666666667,-3.212103521861136,-0.0064381927252361495,0.9128587618470192,0.2,0.10218460403246961,880,0.2796883138020833,0.0003,0.02892452,0.010908113792538643
968,1519.3995,11419,11059200,90,435.26666666666665,-3.197832193908592,-0.006690249555352541,0.8878465816378593,0.2,0.09502665573473981,890,0.27691487630208333,0.0003,0.029554363,0.01986536756157875
968,1473.4512,11545,11182080,91,422.06666666666666,-3.204549542926252,-0.007305911203869376,0.910283699631691,0.2,0.08480289218209994,900,0.2725089518229167,0.0003,0.02919714,0.023643730208277702
968,1421.6552,11671,11304960,92,413.1333333333333,-3.1843924350788195,-0.007337758107775395,0.9029878303408623,0.2,0.10424500679345025,910,0.2813387044270833,0.0003,0.02984589,0.09089451283216476
968,1545.8671,11796,11427840,93,450.0,-3.1874713996673623,-0.006911431730544185,0.9070972725749016,0.2,0.09027094388846307,920,0.27716552734375,0.0003,0.029530663,0.02880353108048439
968,1540.6434,11922,11550720,94,450.0,-3.2033886761342485,-0.006426425793591382,0.8658508807420731,0.2,0.07719125573693116,930,0.26878987630208334,0.0003,0.028305657,0.003619465045630932
968,1450.7671,12049,11673600,95,426.8666666666667,-3.1738227135439714,-0.007024401492975206,0.8982045724987984,0.2,0.07972752712817358,940,0.27178548177083334,0.0003,0.028460145,0.035372912883758545
