rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates
450.0,692.23267,17694720,62488,283,108,-4.470099563114049e-17,7.667040335945785e-12,0.8909888863563538,0.027835480868816376,0.0,0.055568253156143325,0.2,0.0003,0.0,1070
450.0,697.26483,17858560,63088,283,109,-6.272130920210312e-17,-6.862137524876744e-11,0.8934852555394173,0.011540351435542107,0.0,0.05735155167270932,0.2,0.0003,0.0,1080
450.0,701.7001,18022400,63689,282,110,-6.558332171244501e-17,1.484295353293419e-11,0.8823160156607628,0.02652570605278015,0.0,0.062323010290783715,0.2,0.0003,0.0,1090
450.0,703.7171,18186240,64291,282,111,-5.098460765364328e-17,-1.336923105554888e-10,0.8951462134718895,0.015301346778869629,0.0,0.054321305326302534,0.2,0.0003,0.0,1100
450.0,695.70404,18350080,64889,282,112,-1.2974187623996522e-16,9.461132322030608e-11,0.8817120715975761,0.06303094327449799,0.0,0.06505447144041682,0.2,0.0003,0.0,1110
450.0,692.5104,18513920,65485,282,113,-5.616238575356478e-17,-8.341203283634969e-11,0.8801862522959709,0.020672347396612167,0.0,0.0568122419147403,0.2,0.0003,0.0,1120
450.0,697.7338,18677760,66084,282,114,-6.955946393712019e-17,1.5871250980126205e-10,0.8750742524862289,0.03540002554655075,0.0,0.06707629362257649,0.2,0.0003,0.0,1130
450.0,693.53357,18841600,66682,282,115,-6.338632333017986e-17,1.1166321201017126e-11,0.8830124884843826,0.011665334925055504,0.0,0.05891886882251129,0.2,0.0003,0.0,1140
450.0,697.1537,19005440,67279,282,116,-4.2410446508148114e-17,8.358369996130933e-11,0.864640086889267,0.022810958325862885,0.0,0.07249108515288753,0.2,0.0003,0.0,1150
450.0,696.19336,19169280,67879,282,117,-4.7219472050547013e-17,2.994624992425088e-11,0.8692563623189926,0.014228306710720062,0.0,0.06500865832700584,0.2,0.0003,0.0,1160
450.0,697.692,19333120,68479,282,118,-5.965026971674456e-17,-1.6785179468570278e-10,0.8626512587070465,0.011548774316906929,0.0,0.06742689780145156,0.2,0.0003,0.0,1170
450.0,693.408,19496960,69081,282,119,-4.347164221216328e-17,5.376591616368387e-11,0.8719520717859268,0.00882353913038969,0.0,0.06626708930201858,0.2,0.0003,0.0,1180
450.0,695.8312,19660800,69668,282,120,-1.0160483264626968e-14,4.828848432225641e-11,0.7971228659152985,0.12980808317661285,0.0,0.06569548067236611,0.2,0.0003,0.0,1190
450.0,697.4735,19824640,70266,282,121,-5.838561815071554e-17,-1.4114448276814073e-10,0.8800284191966057,0.048259392380714417,0.0,0.06857182212996121,0.2,0.0003,0.0,1200
450.0,699.0318,19988480,70868,282,122,-7.292555980725853e-17,-1.2063310350640677e-11,0.8925115391612053,0.017192315310239792,0.0,0.05524140789364537,0.2,0.0003,0.0,1210
450.0,700.5627,20152320,71463,281,123,-1.1047803726737265e-16,5.5520104069728406e-11,0.8855499103665352,0.01817585527896881,0.0,0.061873192499097056,0.2,0.0003,0.0,1220
450.0,696.79626,20316160,72085,281,124,-4.7523214783795376e-17,2.904585016949568e-11,0.8829886093735695,0.006149007007479668,0.0,0.05954127327666356,0.2,0.0003,0.0,1230
450.0,694.96936,20480000,72682,281,125,-7.849312377175045e-17,4.9843720262288117e-11,0.8691013902425766,0.041148893535137177,0.0,0.07197876793143224,0.2,0.0003,0.0,1240
450.0,691.7118,20643840,73283,281,126,-7.105587628837552e-17,4.1292196328868156e-11,0.8827847167849541,0.014306587167084217,0.0,0.05968749705349183,0.2,0.0003,0.0,1250
450.0,699.11523,20807680,73881,281,127,-8.727179598324783e-17,-7.746223218418891e-11,0.8797798305749893,0.030075158923864365,0.0,0.06870642345902525,0.2,0.0003,0.0,1260
450.0,700.7569,20971520,74489,281,128,-5.3024796311658474e-17,1.038154096022481e-10,0.8763811364769936,0.009827186353504658,0.0,0.06443202696606022,0.2,0.0003,0.0,1270
450.0,692.3134,21135360,75091,281,129,-6.059991189506506e-17,-1.9281287677586078e-11,0.8839366659522057,0.03040165640413761,0.0,0.06189071672717546,0.2,0.0003,0.0,1280
450.0,696.6065,21299200,75696,281,130,-4.949011055608702e-17,1.446949227101868e-10,0.8758286014199257,0.01568831503391266,0.0,0.06373820546006755,0.2,0.0003,0.0,1290
450.0,696.20416,21463040,76300,281,131,-8.311274345994979e-17,8.394749784201849e-11,0.8920019641518593,0.008752004243433475,0.0,0.05301064963929093,0.2,0.0003,0.0,1300
450.0,696.72845,21626880,76896,281,132,-7.18677927105985e-17,1.3878320714866277e-11,0.8780156075954437,0.025507332757115364,0.0,0.0680114809468978,0.2,0.0003,0.0,1310
450.0,694.572,21790720,77494,281,133,-9.243181392191953e-17,4.181401891401038e-11,0.883990928530693,0.0171566903591156,0.0,0.05841121377186937,0.2,0.0003,0.0,1320
450.0,695.8342,21954560,78092,281,134,-4.835787257137471e-17,7.840185389795806e-11,0.8805644810199738,0.07784225046634674,0.0,0.06386404961560402,0.2,0.0003,0.0,1330
450.0,700.79376,22118400,78689,281,135,-2.3770774357419553e-16,3.937657311325893e-11,0.8853126987814903,0.010800785385072231,0.0,0.06265801652321898,0.2,0.0003,0.0,1340
450.0,691.8833,22282240,79285,281,136,-5.954445306450586e-17,-2.156411937903613e-11,0.8845910280942917,0.01990984007716179,0.0,0.06485659933203351,0.2,0.0003,0.0,1350
450.0,696.20264,22446080,79882,280,137,-7.023920209919765e-17,1.8735590856522322e-12,0.8296024650335312,0.011088717728853226,0.0,0.06165538778739574,0.2,0.0003,0.0,1360
450.0,692.04724,22609920,80477,280,138,-5.351981524343753e-17,9.245837873095298e-11,0.8729299604892731,0.010319624096155167,0.0,0.061891706957321733,0.2,0.0003,0.0,1370
450.0,690.42474,22773760,81077,280,139,-6.022807468572462e-17,1.0296275831933599e-10,0.8529391884803772,0.012824838981032372,0.0,0.0758664708827564,0.2,0.0003,0.0,1380
450.0,696.74536,22937600,81673,280,140,-6.082998276613607e-17,-3.2028992791310886e-11,0.8797662034630775,0.012148882262408733,0.0,0.05407188914530707,0.2,0.0003,0.0,1390
450.0,694.33185,23101440,82273,280,141,-5.826438305087016e-17,-1.1581278158701025e-11,0.8886824399232864,0.011772185564041138,0.0,0.05872295677227157,0.2,0.0003,0.0,1400
450.0,694.7464,23265280,82878,280,142,-8.31957456638805e-17,-6.092648163757985e-11,0.8600596636533737,0.011001660488545895,0.0,0.05633446860816548,0.2,0.0003,0.0,1410
450.0,694.54297,23429120,83485,280,143,-6.624305163749885e-17,2.2866970539325847e-11,0.850915789604187,0.017608342692255974,0.0,0.06340549698135874,0.2,0.0003,0.0,1420
450.0,700.16833,23592960,84087,280,144,-4.891921142870169e-17,-7.622702469234354e-12,0.8869748488068581,0.006577801890671253,0.0,0.052056632738185726,0.2,0.0003,0.0,1430
450.0,695.1347,23756800,84684,280,145,-7.266572473514112e-17,1.2482871625252302e-10,0.8802249431610107,0.019973674789071083,0.0,0.06439970300540153,0.2,0.0003,0.0,1440
450.0,693.1853,23920640,85280,280,146,-1.29299106083677e-16,-7.219000508484896e-11,0.8810015395283699,0.019290640950202942,0.0,0.05740480693479185,0.2,0.0003,0.0,1450
450.0,699.35974,24084480,85876,280,147,-5.82470981248511e-17,6.001982910674997e-11,0.8793263956904411,0.026259681209921837,0.0,0.060472192922225075,0.2,0.0003,0.0,1460
450.0,697.7483,24248320,86475,280,148,-5.0571558269931545e-17,-4.797584551852197e-12,0.8748128414154053,0.017533674836158752,0.0,0.06893353573374043,0.2,0.0003,0.0,1470
450.0,699.5631,24412160,87072,280,149,-6.998580802064528e-17,-6.824393494753167e-11,0.8882623463869095,0.040266431868076324,0.0,0.051162649865527786,0.2,0.0003,0.0,1480
450.0,698.40924,24576000,87671,280,150,-6.715902801930211e-17,1.0071516953757964e-10,0.8675655722618103,0.01174082700163126,0.0,0.06492056847560888,0.2,0.0003,0.0,1490
450.0,699.8967,24739840,88272,280,151,-1.0340409410090937e-16,9.675716228230158e-11,0.8956762999296188,0.012163592502474785,0.0,0.05330209636877044,0.2,0.0003,0.0,1500
450.0,691.4827,24903680,88872,280,152,-6.366950832890892e-17,-6.580080480489414e-11,0.8709752708673477,0.012422818690538406,0.0,0.05756783086686482,0.2,0.0003,0.0,1510
450.0,695.3196,25067520,89472,280,153,-6.775740745826624e-17,-8.608367352280766e-12,0.8827681466937065,0.02445933036506176,0.0,0.05141494518029503,0.2,0.0003,0.0,1520
450.0,696.14197,25231360,90073,280,154,-5.806276287015925e-17,-8.700453690835274e-11,0.8794344738125801,0.029805205762386322,0.0,0.06827951750492503,0.2,0.0003,0.0,1530
450.0,693.91406,25395200,90668,280,155,-5.108044356236155e-17,8.218648872571066e-11,0.8853404894471169,0.020518029108643532,0.0,0.06029273620144522,0.2,0.0003,0.0,1540
450.0,693.3791,25559040,91268,280,156,-4.6231226861243174e-17,5.6649014368304054e-11,0.8794537708163261,0.00826333835721016,0.0,0.06803871267709838,0.2,0.0003,0.0,1550
450.0,690.35034,25722880,91864,280,157,-3.263634266863624e-17,-1.0447820386616513e-12,0.8703073263168335,0.01681109145283699,0.0,0.07070364733763199,0.2,0.0003,0.0,1560
450.0,695.2226,25886720,92461,279,158,-4.458744099079391e-17,-7.051994543871842e-11,0.8724546283483505,0.015248951502144337,0.0,0.0628748820670262,0.2,0.0003,0.0,1570
450.0,692.0594,26050560,93056,279,159,-9.201537014169471e-17,-1.477474143030122e-11,0.8719707876443863,0.012364942580461502,0.0,0.06898204890272609,0.2,0.0003,0.0,1580
450.0,699.6786,26214400,93659,279,160,-6.593241393338524e-17,-9.251152732758783e-11,0.8693840205669403,0.0400545671582222,0.0,0.06011310327638057,0.2,0.0003,0.0,1590
450.0,694.4858,26378240,94261,279,161,-3.887386460867101e-17,8.266169970738702e-11,0.8566138744354248,0.029080260545015335,0.0,0.06916068924376305,0.2,0.0003,0.0,1600
450.0,691.9504,26542080,94860,279,162,-5.909389618270937e-17,7.193648343672976e-11,0.8900249600410461,0.07790841162204742,0.0,0.053786564667843775,0.2,0.0003,0.0,1610
450.0,691.5628,26705920,95459,279,163,-7.18187788804407e-17,-7.8341031439777e-11,0.8889372944831848,0.05580885335803032,0.0,0.06353203776479859,0.2,0.0003,0.0,1620
450.0,700.6177,26869760,96053,279,164,-4.024264873087445e-17,-1.349724243482342e-10,0.8827431946992874,0.008568570017814636,0.0,0.05522122529291664,0.2,0.0003,0.0,1630
450.0,692.78217,27033600,96647,279,165,-3.8026894060234395e-17,-3.135937731713056e-11,0.8837396577000618,0.025385085493326187,0.0,0.06195269918462145,0.2,0.0003,0.0,1640
450.0,691.9018,27197440,97245,279,166,-9.856142254159683e-17,-1.0113581083714962e-10,0.875774122774601,0.06443849205970764,0.0,0.05938528994964145,0.2,0.0003,0.0,1650
450.0,695.28284,27361280,97849,279,167,-6.932837410030562e-17,-3.1371314435091335e-11,0.8859618455171585,0.01017760206013918,0.0,0.056773043493794834,0.2,0.0003,0.0,1660
450.0,699.19745,27525120,98445,279,168,-5.2237059376290575e-17,-5.569859240495134e-11,0.8256062567234039,0.023818951100111008,0.0,0.07773577358599142,0.2,0.0003,0.0,1670
450.0,689.154,27688960,99040,279,169,-2.0156920893901865e-16,2.1716004994232208e-10,0.8924241214990616,0.013353133574128151,0.0,0.05656700575811555,0.2,0.0003,0.0,1680
450.0,692.68243,27852800,99635,279,170,-5.707792669222535e-17,-1.2621512723853811e-11,0.8771491646766663,0.03655004873871803,0.0,0.06988706458465459,0.2,0.0003,0.0,1690
450.0,696.74005,28016640,100233,279,171,-5.346785957243305e-17,1.403270744049223e-10,0.8841914460062981,0.024409489706158638,0.0,0.05920968009068019,0.2,0.0003,0.0,1700
450.0,700.43085,28180480,100835,279,172,-5.711488896571427e-17,-1.9422259356360883e-11,0.8930244892835617,0.02088511921465397,0.0,0.06499022172873083,0.2,0.0003,0.0,1710
450.0,694.541,28344320,101432,279,173,-6.079084133013255e-17,5.7646047935122624e-11,0.8932794257998466,0.00729331374168396,0.0,0.055349533558728584,0.2,0.0003,0.0,1720
450.0,694.289,28508160,102032,279,174,-7.323945318416967e-17,1.2743385013891385e-10,0.89390779286623,0.01235604751855135,0.0,0.060848317463332934,0.2,0.0003,0.0,1730
450.0,698.3393,28672000,102629,279,175,-6.422966093484526e-17,5.853507900610566e-11,0.9008240401744843,0.017552338540554047,0.0,0.05426052111290119,0.2,0.0003,0.0,1740
450.0,691.05835,28835840,103230,279,176,-6.158626417134287e-17,1.1283418643870391e-10,0.8717945218086243,0.01017575804144144,0.0,0.07106583114287787,0.2,0.0003,0.0,1750
450.0,699.4282,28999680,103830,279,177,-5.1944693362459747e-17,8.330516720889136e-11,0.8849033117294312,0.026003126055002213,0.0,0.06378954801513828,0.2,0.0003,0.0,1760
450.0,699.0081,29163520,104422,279,178,-4.492339148110496e-17,6.539380592585076e-11,0.8822620064020157,0.019531866535544395,0.0,0.06093319262388832,0.2,0.0003,0.0,1770
450.0,693.30585,29327360,105025,279,179,-7.48746231544981e-17,7.997755346877966e-11,0.8972938060760498,0.022189782932400703,0.0,0.05728490436136781,0.2,0.0003,0.0,1780
450.0,692.075,29491200,105625,279,180,-5.903626186613701e-17,7.456719686160796e-12,0.8796185255050659,0.03609149158000946,0.0,0.05483020637242589,0.2,0.0003,0.0,1790
450.0,695.4271,29655040,106226,279,181,-5.722757339840148e-17,6.963318810448982e-14,0.8887286633253098,0.008163433521986008,0.0,0.061011811630232844,0.2,0.0003,0.0,1800
450.0,697.3376,29818880,106826,279,182,-1.3322245845513745e-16,-2.3884467736934312e-11,0.849368691444397,0.01008466724306345,0.0,0.06616556880948338,0.2,0.0003,0.0,1810
450.0,694.9719,29982720,107422,279,183,-5.4944007768539923e-17,7.3431465352769e-11,0.8726467937231064,0.03342539072036743,0.0,0.06128981650899732,0.2,0.0003,0.0,1820
450.0,695.7711,30146560,108021,279,184,-6.077409411982906e-17,-4.449816515261773e-11,0.8775632679462433,0.006529017351567745,0.0,0.0582608770468687,0.2,0.0003,0.0,1830
450.0,693.59766,30310400,108622,279,185,-8.445505451007698e-17,4.7434696170967073e-11,0.8451462835073471,0.011686684563755989,0.0,0.059964360293997744,0.2,0.0003,0.0,1840
450.0,693.8445,30474240,109227,278,186,-6.2180114136122e-17,7.712969818385319e-11,0.8276042938232422,0.021432872861623764,0.0,0.06147350346627718,0.2,0.0003,0.0,1850
450.0,691.4801,30638080,109831,278,187,-6.269963663693325e-17,-4.500407158047892e-11,0.8661139458417892,0.014478644356131554,0.0,0.06008055517364483,0.2,0.0003,0.0,1860
450.0,700.21155,30801920,110432,278,188,-5.3075361630489926e-17,9.49501099967165e-11,0.8513870090246201,0.025700755417346954,0.0,0.07056762945179798,0.2,0.0003,0.0,1870
450.0,699.2971,30965760,111036,278,189,-6.293755857239236e-17,4.082721716258675e-11,0.877167358994484,0.012714001350104809,0.0,0.059051678329469726,0.2,0.0003,0.0,1880
450.0,702.8123,31129600,111633,278,190,-7.124367433236028e-17,-2.1549510620388902e-10,0.8900773078203201,0.004546257201582193,0.0,0.062179388380009186,0.2,0.0003,0.0,1890
450.0,698.6228,31293440,112239,278,191,-6.686934988780445e-17,-4.8945594244287346e-11,0.8490466624498367,0.015770841389894485,0.0,0.066480159744915,0.2,0.0003,0.0,1900
450.0,692.7421,31457280,112844,278,192,-6.499596870518085e-17,4.806679498869926e-11,0.8809482678771019,0.1031915694475174,0.0,0.06541253566198066,0.2,0.0003,0.0,1910
450.0,695.0174,31621120,113439,278,193,-5.2670922304449715e-17,-1.043713382387068e-10,0.8828200995922089,0.0117181446403265,0.0,0.0571821492329218,0.2,0.0003,0.0,1920
450.0,691.04724,31784960,114041,278,194,-4.964035372185892e-17,-7.995595296961255e-12,0.9003292918205261,0.0377374142408371,0.0,0.054170677743404665,0.2,0.0003,0.0,1930
450.0,697.2368,31948800,114641,278,195,-5.242212743786894e-17,1.0244093573419378e-10,0.8683766573667526,0.02308836579322815,0.0,0.05729431898786061,0.2,0.0003,0.0,1940
450.0,694.4217,32112640,115243,278,196,-6.036454246168222e-17,1.3689032130059786e-11,0.8760142177343369,0.059736691415309906,0.0,0.0614398022999012,0.2,0.0003,0.0,1950
450.0,692.15265,32276480,115844,278,197,-3.686385775430608e-17,-1.1791030374297407e-11,0.849331334233284,0.009833179414272308,0.0,0.06608155398414965,0.2,0.0003,0.0,1960
450.0,698.83716,32440320,116439,278,198,-4.971301211731928e-17,-1.7133061191998422e-10,0.888313889503479,0.08604970574378967,0.0,0.05577173740155558,0.2,0.0003,0.0,1970
450.0,694.3908,32604160,117041,278,199,-5.83604957734429e-17,4.556113708531484e-11,0.8833979517221451,0.011345462873578072,0.0,0.05981147410657286,0.2,0.0003,0.0,1980
450.0,699.91705,32768000,117639,278,200,-5.821430269984647e-17,-5.623178367386572e-11,0.8811822235584259,0.012339802458882332,0.0,0.058397939034566665,0.2,0.0003,0.0,1990
450.0,699.56036,32931840,118242,278,201,-6.179778068918512e-17,1.2616965250344946e-10,0.8781878277659416,0.08309723436832428,0.0,0.06340398870041099,0.2,0.0003,0.0,2000
450.0,695.2502,33095680,118840,278,202,-5.465516800839465e-17,-6.614527592319064e-11,0.8621512651443481,0.0152831319719553,0.0,0.06412086500513396,0.2,0.0003,0.0,2010
450.0,691.63947,33259520,119438,278,203,-6.233258105797347e-17,-5.7109446061076594e-11,0.8617325276136398,0.02023148536682129,0.0,0.06440773370732131,0.2,0.0003,0.0,2020
450.0,697.12396,33423360,120039,278,204,-5.594015444121909e-17,2.923229658335913e-11,0.874879851937294,0.11944079399108887,0.0,0.05596794662395041,0.2,0.0003,0.0,2030
450.0,692.67126,33587200,120639,278,205,-5.022103146949393e-17,-2.8069280233467e-12,0.8654101192951202,0.030766930431127548,0.0,0.07027650542595439,0.2,0.0003,0.0,2040
450.0,691.0764,33751040,121240,278,206,-7.186576543197054e-17,-4.592493496602401e-11,0.8473637700080872,0.051890578120946884,0.0,0.06697030744133371,0.2,0.0003,0.0,2050
450.0,696.0334,33914880,121836,278,207,-6.730331811087642e-17,-2.048636815743521e-12,0.8740756660699844,0.03074723854660988,0.0,0.05850824876471961,0.2,0.0003,0.0,2060
450.0,695.08234,34078720,122441,278,208,-6.355297038460838e-17,-6.238337846298237e-11,0.8572341352701187,0.045100267976522446,0.0,0.06558199346407491,0.2,0.0003,0.0,2070
450.0,700.73706,34242560,123037,278,209,-4.558131841143105e-17,-1.4458692021435127e-11,0.8759694397449493,0.03627152740955353,0.0,0.0602396729116299,0.2,0.0003,0.0,2080
450.0,697.0224,34406400,123636,278,210,-6.747269261933536e-17,4.188905222690664e-11,0.8494714647531509,0.030189931392669678,0.0,0.07716032576088765,0.2,0.0003,0.0,2090
450.0,696.911,34570240,124231,278,211,-5.059032683133674e-17,1.6391595636378042e-10,0.8797502443194389,0.014595743268728256,0.0,0.05554428209543403,0.2,0.0003,0.0,2100
450.0,701.1987,34734080,124829,278,212,-6.404118668966147e-17,-6.782869377275347e-11,0.8821158483624458,0.012120676226913929,0.0,0.06368350776881926,0.2,0.0003,0.0,2110
450.0,698.12494,34897920,125429,278,213,-5.608063278329045e-17,-1.8180230654252226e-11,0.8730715215206146,0.07312741875648499,0.0,0.06085202064557962,0.2,0.0003,0.0,2120
450.0,694.54517,35061760,126029,278,214,-5.165780120699158e-17,-3.042373464268167e-11,0.8758054673671722,0.030528713017702103,0.0,0.06163927987972784,0.2,0.0003,0.0,2130
